GeneID	GGAYA	GGAYB	GGAYC	GGAYG	GGAYH	GGAYS	GGAYT	GGAYU	GGAYW	GGAYN	GGAYO	GGAYP
gene_248	0	0	0	3	0	1	3	0	3	1	0	2
gene_2480	0	0	0	0	3	3	5	5	1	1	0	2
gene_2481	0	0	0	38	62	28	20	28	22	19	27	40
gene_2482	0	0	0	12	4	11	17	23	14	10	20	25
gene_2483	0	0	0	31	10	19	7	18	12	9	24	23
gene_2484	0	0	0	15	14	0	2	9	5	1	13	14
gene_2485	0	0	0	59	74	35	23	47	38	41	47	87
gene_2486	0	0	0	21	22	9	20	32	22	10	30	30
gene_2487	0	0	0	24	60	38	68	94	60	45	70	88
gene_2488	0	0	0	41	50	40	57	90	35	64	70	144
gene_2489	0	0	0	9	5	10	10	14	9	13	12	17
gene_249	0	0	0	3	1	3	3	1	1	1	0	3
gene_2490	0	0	0	28	40	21	23	24	11	24	59	73
gene_2491	0	0	0	6	7	7	4	12	5	2	6	14
gene_2492	0	0	0	113	124	78	132	163	107	138	200	280
gene_2493	0	0	0	1	1	3	4	0	2	1	5	5
gene_2494	0	0	0	15	39	17	13	28	23	14	17	38
gene_2495	0	0	0	10	9	5	6	3	9	2	4	7
gene_2496	0	0	0	11	27	28	14	15	6	6	24	35
gene_2497	0	0	0	17	36	28	24	49	27	23	33	54
gene_2498	0	0	0	16	16	10	21	26	12	13	13	48
gene_2499	0	0	0	0	1	1	2	2	1	0	4	0
gene_25	0	0	0	2	9	7	5	8	5	3	3	7
gene_250	0	0	0	1	0	0	0	1	0	0	2	0
gene_2500	0	0	0	13	13	5	15	14	29	16	27	23
gene_2501	0	0	0	28	43	37	31	19	23	24	36	45
gene_2502	0	0	0	35	49	32	37	51	32	16	40	74
gene_2503	0	0	0	0	4	0	0	0	0	3	0	1
gene_2504	0	0	0	1	1	0	1	1	0	0	1	1
gene_2505	0	0	0	3	21	3	10	6	8	4	16	15
gene_2506	0	0	0	10	27	21	12	14	9	5	12	10
gene_2507	0	0	0	6	1	1	0	5	3	4	4	4
gene_2508	0	0	0	2	4	0	6	6	5	0	4	6
gene_2509	0	0	0	20	25	20	21	25	14	12	22	14
gene_251	0	0	0	1	4	9	6	2	3	4	6	7
gene_2510	0	0	0	13	25	12	8	15	4	7	18	18
gene_2511	0	0	0	6	29	18	11	30	15	19	15	17
gene_2512	1	0	0	77	104	66	47	45	34	40	53	85
gene_2513	0	0	0	0	0	0	0	0	0	0	0	0
gene_2514	0	0	0	14	15	7	3	8	4	3	7	11
gene_2515	0	0	0	4	3	2	1	2	2	2	2	1
gene_2516	0	0	0	18	13	12	8	26	14	14	14	26
gene_2517	0	0	0	18	27	13	6	8	8	6	17	24
gene_2518	0	0	0	9	13	6	5	6	7	5	8	13
gene_2519	0	0	0	19	15	12	18	24	29	29	28	54
gene_252	0	0	0	1	0	7	4	3	1	4	7	8
gene_2520	0	0	0	0	0	1	0	0	0	0	0	0
gene_2521	0	0	0	3	5	6	4	5	5	2	4	6
gene_2522	0	0	0	20	30	15	5	8	13	16	21	14
gene_2523	0	0	0	22	29	12	3	18	12	3	10	13
gene_2524	0	0	0	7	2	2	1	0	0	0	3	0
gene_2525	0	0	0	11	20	14	5	11	10	12	10	14
gene_2526	0	0	1	347	447	197	112	194	117	139	183	269
gene_2527	0	0	0	0	0	0	0	0	0	0	0	0
gene_2528	0	0	0	1	0	0	0	0	0	0	0	0
gene_2529	0	0	0	13	34	13	6	14	13	4	17	20
gene_253	0	0	0	7	13	4	13	17	3	17	29	18
gene_2530	0	0	0	2	4	5	2	6	2	1	1	4
gene_2531	0	0	0	5	5	8	0	1	2	1	4	3
gene_2532	0	0	0	23	43	27	6	10	5	9	16	13
gene_2533	0	0	0	33	142	30	2	11	7	7	10	10
gene_2534	0	0	0	0	0	1	1	0	0	0	1	0
gene_2535	0	0	0	67	190	60	24	47	25	38	48	50
gene_2536	0	0	0	18	60	12	84	119	58	119	141	190
gene_2537	0	0	0	4	6	3	6	5	6	1	9	5
gene_2538	0	0	0	3	6	5	17	40	16	68	106	106
gene_2539	0	0	0	14	17	7	20	34	23	22	22	28
gene_254	0	0	0	0	0	0	0	0	0	0	0	0
gene_2540	0	0	0	16	36	10	8	21	5	9	22	21
gene_2541	0	0	0	0	0	1	0	4	2	1	4	1
gene_2542	0	0	0	10	29	14	21	31	18	22	34	56
gene_2543	0	0	0	3	15	3	7	8	11	7	13	12
gene_2544	0	0	0	2	4	0	2	3	0	2	0	2
gene_2545	0	0	0	5	11	5	13	15	6	9	12	8
gene_2546	0	0	0	0	0	2	0	0	0	0	0	0
gene_2547	0	0	0	6	5	8	23	24	24	31	30	51
gene_2548	0	0	0	50	42	22	8	12	13	14	12	28
gene_2549	0	0	0	86	114	41	35	56	39	16	54	81
gene_255	0	0	0	31	22	20	53	54	28	27	39	56
gene_2550	0	0	0	67	89	47	52	60	40	48	69	76
gene_2551	0	0	0	24	29	26	7	13	7	17	29	21
gene_2552	0	0	0	37	53	24	23	35	22	21	26	36
gene_2553	0	0	0	6	6	9	2	5	1	1	2	7
gene_2554	0	0	0	0	3	5	0	3	0	0	0	0
gene_2555	0	0	0	0	0	3	0	2	1	0	0	1
gene_2556	0	0	0	2	3	1	0	5	1	2	1	1
gene_2557	0	0	0	30	35	31	19	31	22	29	35	51
gene_2558	0	0	0	8	5	3	3	2	3	7	8	5
gene_2559	0	0	0	0	1	3	5	4	0	7	11	6
gene_256	0	0	0	5	6	7	0	0	1	0	0	0
gene_2560	0	0	0	0	0	0	0	0	0	0	0	0
gene_2561	0	0	0	0	6	2	2	4	3	1	3	1
gene_2562	0	0	0	0	0	0	0	0	0	0	0	0
gene_2563	0	0	0	34	47	30	26	23	17	14	37	64
gene_2564	0	0	0	0	0	0	0	0	0	0	0	0
gene_2565	0	0	0	1	4	1	2	4	4	0	3	1
gene_2566	0	0	0	2	6	5	3	4	6	6	5	11
gene_2567	0	0	0	11	5	13	9	12	3	11	10	20
gene_2568	0	0	0	425	462	272	269	337	226	255	310	591
gene_2569	0	0	0	26	43	18	29	31	28	21	35	58
gene_257	0	0	0	0	2	2	0	3	0	0	2	0
gene_2570	0	0	0	13	12	5	8	9	4	5	12	21
gene_2571	0	0	0	4	1	2	2	0	2	2	1	4
gene_2572	0	0	0	250	405	221	156	183	125	153	297	347
gene_2573	0	0	0	8	10	8	2	9	8	5	13	5
gene_2574	0	0	0	0	0	0	0	0	0	0	0	0
gene_2575	0	0	0	50	42	33	34	29	19	22	34	69
gene_2576	0	1	0	122	230	93	64	78	60	81	157	194
gene_2577	0	0	0	39	42	38	74	70	45	69	100	114
gene_2578	0	0	0	7	28	9	9	27	8	15	13	24
gene_2579	0	0	0	51	76	43	54	45	24	49	103	107
gene_258	0	0	0	90	149	85	82	88	92	78	181	206
gene_2580	0	0	0	9	24	9	10	12	11	8	28	22
gene_2581	0	0	0	6	37	10	7	14	8	9	7	11
gene_2582	0	0	0	1	0	0	0	0	0	1	1	3
gene_2583	0	0	0	14	24	10	5	22	16	29	31	27
gene_2584	0	0	0	6	11	6	1	1	5	2	4	3
gene_2585	0	0	0	3	6	3	2	4	1	0	6	3
gene_2586	0	0	0	9	15	10	14	16	11	2	6	16
gene_2587	0	0	0	17	16	18	12	13	8	8	23	43
gene_2588	0	0	0	0	0	0	0	0	0	0	0	0
gene_2589	0	0	0	27	45	22	12	28	16	16	17	38
gene_259	0	0	0	11	21	12	20	12	10	11	15	20
gene_2590	0	0	0	3	2	5	14	11	0	13	13	14
gene_2591	0	0	0	0	1	0	0	3	1	2	0	1
gene_2592	0	0	0	10	10	7	9	10	5	11	3	11
gene_2593	0	0	0	62	84	44	39	56	41	27	66	79
gene_2594	0	0	0	13	12	8	4	9	10	7	7	18
gene_2595	0	0	0	0	0	0	0	1	0	1	0	0
gene_2596	0	0	0	0	0	0	0	0	0	0	0	0
gene_2597	0	0	0	6	3	0	1	0	1	0	0	1
gene_2598	0	0	0	1	0	1	7	18	8	10	21	21
gene_2599	0	0	0	20	6	11	19	38	18	20	34	30
gene_26	0	0	0	13	19	11	6	10	5	5	19	14
gene_260	0	0	0	4	6	3	3	5	4	1	5	10
gene_2600	0	0	0	4	10	13	4	13	13	18	22	25
gene_2601	0	0	0	40	41	21	25	29	24	30	39	39
gene_2602	0	0	0	43	81	37	54	64	27	39	76	98
gene_2603	0	0	0	0	0	0	0	0	0	0	0	0
gene_2604	0	0	0	0	0	0	0	0	0	0	0	0
gene_2605	1	0	0	295	430	181	395	748	383	961	1497	1666
gene_2606	0	0	0	5	8	14	13	17	10	10	22	22
gene_2607	0	0	0	16	25	16	2	16	9	9	12	23
gene_2608	0	0	0	19	16	12	7	2	7	4	8	10
gene_2609	0	0	0	0	0	0	0	0	0	0	0	0
gene_261	0	0	0	0	4	2	2	1	0	0	0	1
gene_2610	0	0	0	36	33	25	21	19	19	15	30	34
gene_2611	0	0	0	4	5	2	2	3	1	4	0	4
gene_2612	0	0	0	2	2	1	2	1	0	0	2	3
gene_2613	0	0	0	0	0	0	0	2	0	0	2	0
gene_2614	0	0	0	36	53	24	38	33	24	24	41	62
gene_2615	0	0	0	18	39	28	23	33	26	13	20	69
gene_2616	2	0	0	20	40	16	34	39	44	23	58	52
gene_2617	0	0	0	11	9	8	9	17	13	7	28	27
gene_2618	0	0	0	4	9	1	1	0	0	0	1	5
gene_2619	0	0	0	12	19	8	10	16	10	14	23	25
gene_262	0	0	0	193	231	210	131	198	127	121	177	363
gene_2620	0	0	0	8	5	7	2	19	7	6	12	16
gene_2621	0	0	0	0	4	2	6	10	5	2	3	2
gene_2622	0	0	0	3	0	5	2	3	2	3	4	5
gene_2623	0	0	0	51	79	33	34	38	27	30	46	48
gene_2624	0	0	0	13	14	20	17	14	11	13	18	40
gene_2625	0	0	0	0	1	3	3	2	3	6	8	12
gene_2626	0	0	0	19	29	16	14	27	27	14	14	38
gene_2627	0	0	0	3	11	3	5	2	5	6	8	5
gene_2628	0	0	0	1	2	0	2	2	3	0	2	1
gene_2629	0	0	0	16	8	2	0	2	2	3	4	8
gene_263	0	0	0	0	0	0	0	0	0	0	0	0
gene_2630	0	0	0	111	110	77	64	93	52	46	77	123
gene_2631	0	0	0	17	28	15	23	19	10	7	31	35
gene_2632	0	0	0	4	2	5	10	9	5	18	20	20
gene_2633	0	0	0	6	1	2	8	6	5	7	5	13
gene_2634	0	0	0	0	0	0	0	0	0	0	0	0
gene_2635	0	0	0	68	96	50	33	60	36	34	63	80
gene_2636	0	0	0	0	0	0	0	0	0	0	0	0
gene_2637	0	0	0	0	0	0	1	0	0	1	1	2
gene_2638	0	0	0	1	4	3	3	7	3	8	4	2
gene_2639	0	0	0	27	33	18	8	17	12	8	13	31
gene_264	0	0	0	0	0	0	0	0	0	0	0	0
gene_2640	0	0	0	0	0	1	0	0	3	2	0	2
gene_2641	0	0	0	16	10	8	6	8	4	0	14	14
gene_2642	0	0	0	44	35	13	19	42	27	24	18	44
gene_2643	0	0	0	24	18	26	188	166	109	137	125	229
gene_2644	0	0	0	5	2	2	2	2	4	8	14	12
gene_2645	0	0	0	22	36	18	20	29	19	25	38	35
gene_2646	0	0	0	0	2	0	0	0	0	0	0	1
gene_2647	0	0	0	7	13	6	13	20	13	14	17	29
gene_2648	0	0	0	12	20	12	8	9	9	4	12	11
gene_2649	0	0	0	2	0	1	3	1	1	1	1	11
gene_265	0	0	0	1	3	1	4	11	8	5	6	14
gene_2650	0	0	0	1	1	1	1	1	0	1	1	0
gene_2651	0	0	0	32	47	25	32	57	46	51	66	75
gene_2652	0	0	0	26	26	9	17	67	23	17	50	72
gene_2653	0	0	0	1	1	4	4	1	0	3	1	2
gene_2654	0	0	0	165	186	102	108	175	69	86	101	189
gene_2655	0	0	0	13	21	8	2	11	8	22	15	15
gene_2656	0	0	0	163	237	120	66	127	89	61	117	171
gene_2657	0	0	0	11	13	14	27	42	22	24	37	49
gene_2658	0	0	0	0	0	0	0	0	0	0	0	0
gene_2659	0	0	0	0	0	0	0	0	0	0	0	0
gene_266	0	0	0	2	1	0	0	1	3	1	1	2
gene_2660	0	0	0	11	24	12	16	22	6	17	13	33
gene_2661	0	0	0	0	0	0	0	0	0	0	0	0
gene_2662	0	0	0	54	32	27	26	49	29	31	31	61
gene_2663	0	0	0	16	10	1	2	0	2	2	4	14
gene_2664	0	0	0	0	1	0	0	0	1	0	0	0
gene_2665	0	0	0	19	68	14	8	12	12	2	17	19
gene_2666	0	0	0	1	2	5	1	3	2	4	1	11
gene_2667	0	0	0	2	0	0	0	0	0	0	0	0
gene_2668	0	0	0	64	115	35	25	48	29	28	41	58
gene_2669	0	0	0	108	170	86	33	56	40	39	52	90
gene_267	0	0	0	11	23	17	10	25	8	10	21	20
gene_2670	0	0	0	46	91	29	34	59	41	38	63	99
gene_2671	0	0	0	361	648	258	98	164	148	82	208	220
gene_2672	0	0	0	0	0	0	0	0	0	0	0	0
gene_2673	0	0	0	16	34	19	7	11	10	4	11	16
gene_2674	0	0	0	2	1	0	3	0	0	2	0	2
gene_2675	0	0	0	0	0	0	0	0	0	0	0	0
gene_2676	0	0	0	2	7	4	2	1	0	1	1	1
gene_2677	0	0	0	10	17	5	12	16	4	6	6	15
gene_2678	0	0	0	68	101	45	36	49	34	30	56	94
gene_2679	0	0	0	0	1	1	2	0	2	1	1	1
gene_268	0	0	0	2	7	2	0	0	0	1	0	2
gene_2680	0	0	0	0	5	0	0	2	0	2	6	4
gene_2681	0	0	0	5	8	3	3	3	1	2	3	5
gene_2682	0	0	0	7	3	2	3	5	0	5	3	14
gene_2683	0	0	0	8	14	9	9	13	3	1	5	6
gene_2684	0	0	0	0	1	0	0	0	2	1	0	2
gene_2685	0	0	0	2	2	0	2	3	0	3	0	7
gene_2686	0	0	0	0	0	0	0	0	0	0	0	0
gene_2687	0	0	0	0	0	1	0	0	0	2	0	0
gene_2688	0	0	0	5	10	10	9	11	4	7	6	14
gene_2689	0	0	0	135	167	107	106	170	131	72	166	212
gene_269	0	0	0	23	40	22	24	28	14	29	24	30
gene_2690	0	0	0	190	245	153	148	221	181	163	319	317
gene_2691	0	0	0	16	23	18	11	30	8	18	15	38
gene_2692	0	0	0	0	0	0	0	0	0	0	0	0
gene_2693	0	0	0	2	2	0	0	0	1	0	2	0
gene_2694	0	0	0	5	7	3	6	7	6	6	11	26
gene_2695	0	0	0	13	11	15	12	10	10	20	22	34
gene_2696	0	0	0	58	75	66	79	125	76	78	127	153
gene_2697	0	0	0	33	42	17	27	66	71	65	61	133
gene_2698	0	0	0	11	8	0	3	8	5	2	1	7
gene_2699	0	0	0	17	18	20	11	13	15	15	24	27
gene_27	0	0	0	5	25	11	5	12	2	1	6	6
gene_270	0	0	0	0	0	0	0	0	0	0	0	0
gene_2700	0	0	0	0	4	5	2	4	4	3	4	7
gene_2701	0	0	0	50	83	54	60	72	52	67	70	94
gene_2702	0	0	0	6	3	7	16	12	11	10	12	16
gene_2703	0	0	0	2	0	1	5	3	4	4	11	5
gene_2704	0	0	0	8	8	2	6	10	4	3	7	8
gene_2705	0	0	0	5	5	2	6	11	1	5	7	6
gene_2706	0	0	0	3	3	5	13	12	3	3	12	23
gene_2707	0	0	0	33	30	21	15	14	16	19	27	42
gene_2708	0	0	0	8	5	3	9	26	9	14	2	20
gene_2709	0	0	0	0	0	0	0	3	2	0	0	2
gene_271	0	0	0	3	3	5	6	10	2	2	5	3
gene_2710	0	0	0	9	30	14	18	28	20	20	15	46
gene_2711	0	0	0	2	8	3	9	4	3	8	2	7
gene_2712	0	0	0	7	20	8	5	14	6	7	9	10
gene_2713	0	0	0	21	35	9	10	10	8	15	15	20
gene_2714	0	0	0	122	164	89	90	131	102	64	100	154
gene_2715	0	0	0	28	57	24	18	25	23	12	24	39
gene_2716	0	0	0	5	5	1	2	7	4	10	3	4
gene_2717	0	0	0	3	7	8	0	3	2	1	4	6
gene_2718	0	0	0	28	55	11	6	2	3	8	20	17
gene_2719	0	0	0	96	102	56	45	58	38	32	96	111
gene_272	0	0	0	22	27	22	34	40	24	31	35	56
gene_2720	0	0	0	529	248	329	12	14	73	14	55	43
gene_2721	0	0	1	22	21	24	10	25	16	20	23	47
gene_2722	0	0	0	12	10	8	25	20	27	31	32	44
gene_2723	0	0	0	8	4	3	11	10	5	7	8	19
gene_2724	0	0	0	22	17	13	17	24	14	16	26	25
gene_2725	0	0	0	14	26	15	9	8	4	15	18	22
gene_2726	0	0	0	5	6	3	1	2	2	2	6	12
gene_2727	0	0	0	97	126	84	61	92	47	51	95	115
gene_2728	0	0	0	22	36	23	18	23	21	15	24	29
gene_2729	0	0	0	25	53	25	12	34	15	7	26	37
gene_273	0	0	0	3	17	8	8	10	0	2	16	11
gene_2730	0	0	0	29	68	24	22	29	28	46	55	45
gene_2731	0	0	0	0	0	0	0	0	0	0	0	0
gene_2732	0	0	0	0	0	0	0	0	0	0	0	0
gene_2733	0	0	0	0	0	0	0	0	0	0	0	0
gene_2734	0	0	0	35	31	23	23	31	31	30	33	55
gene_2735	0	0	0	8	13	6	2	3	3	3	4	14
gene_2736	0	0	0	0	0	0	0	0	0	0	0	0
gene_2737	0	0	0	12	24	13	5	5	10	5	9	17
gene_2738	0	1	0	0	0	0	0	0	0	4	0	4
gene_2739	0	0	0	729	1114	529	559	870	553	551	759	1376
gene_274	0	0	0	2	3	1	0	6	0	1	0	4
gene_2740	0	0	0	8	10	7	5	4	4	4	10	9
gene_2741	0	0	0	8	5	7	5	8	8	6	3	13
gene_2742	0	0	0	13	27	13	7	10	11	3	11	15
gene_2743	0	0	0	21	46	18	17	17	18	11	20	36
gene_2744	0	0	0	24	51	21	9	18	16	9	17	27
gene_2745	0	0	0	9	19	13	16	10	8	20	32	32
gene_2746	0	0	0	43	94	37	18	28	30	22	62	42
gene_2747	0	0	0	58	66	37	29	46	28	48	44	63
gene_2748	0	0	0	3	12	8	4	5	6	1	2	7
gene_2749	0	0	0	0	0	0	0	1	0	0	0	1
gene_275	0	0	0	16	15	12	13	22	17	4	7	33
gene_2750	0	0	0	0	0	0	2	2	1	0	1	0
gene_2751	0	0	0	28	27	14	24	32	16	29	25	55
gene_2752	0	0	0	10	4	6	2	0	1	0	2	5
gene_2753	0	0	0	1	0	0	0	0	0	1	0	0
gene_2754	0	0	0	47	43	44	41	46	32	36	73	94
gene_2755	0	0	0	39	42	37	28	27	22	16	34	49
gene_2756	0	0	0	6	19	8	6	2	2	1	7	7
gene_2757	0	0	0	10	22	11	8	3	2	4	5	3
gene_2758	0	0	0	0	0	0	0	0	0	0	0	0
gene_2759	0	0	0	1	1	0	0	0	0	1	0	0
gene_276	0	0	0	10	6	14	13	20	21	25	42	59
gene_2760	0	0	0	3	3	7	13	13	20	2	16	15
gene_2761	0	0	0	4	2	0	0	1	1	2	29	7
gene_2762	0	0	0	20	31	18	7	9	4	7	21	16
gene_2763	0	0	0	2	4	0	3	6	0	3	0	4
gene_2764	0	0	0	2	4	2	6	7	7	2	5	7
gene_2765	0	0	0	13	8	10	3	8	7	5	9	13
gene_2766	0	0	0	8	24	24	7	16	12	7	5	19
gene_2767	0	0	0	7	29	3	21	11	9	4	11	14
gene_2768	0	0	0	7	1	4	20	11	21	11	8	16
gene_2769	0	0	0	0	0	0	0	1	0	1	1	0
gene_277	0	0	0	20	13	6	6	14	8	11	12	15
gene_2770	0	0	0	9	15	5	2	4	3	3	4	10
gene_2771	0	0	0	42	52	37	53	59	37	70	110	129
gene_2772	0	0	0	33	58	38	25	53	37	57	58	59
gene_2773	0	0	0	2	0	0	1	2	2	2	6	10
gene_2774	0	0	0	8	2	1	3	4	12	2	21	18
gene_2775	0	0	0	36	56	36	21	33	11	16	31	51
gene_2776	0	0	0	13	21	23	8	12	11	9	10	26
gene_2777	0	0	0	23	27	17	8	23	12	11	13	31
gene_2778	0	0	0	4	5	5	0	4	2	5	1	5
gene_2779	0	0	0	0	0	1	0	0	0	0	0	0
gene_278	0	0	0	1	0	0	0	1	1	0	0	0
gene_2780	0	0	0	0	0	0	0	0	3	0	0	0
gene_2781	0	0	0	13	15	8	7	14	9	2	17	15
gene_2782	0	0	0	6	9	3	9	8	8	12	19	13
gene_2783	0	0	0	7	26	10	1	6	6	1	3	9
gene_2784	0	0	0	64	68	42	30	47	22	26	43	82
gene_2785	0	0	0	41	47	40	13	16	21	6	20	29
gene_2786	0	0	0	23	9	18	8	12	8	14	17	21
gene_2787	0	0	0	15	30	15	6	6	2	5	16	20
gene_2788	0	0	0	0	0	0	0	0	0	0	0	0
gene_2789	0	0	0	1	7	3	7	8	6	2	12	9
gene_279	0	0	0	11	6	3	4	17	10	8	18	30
gene_2790	0	0	0	6	8	3	8	18	9	14	15	13
gene_2791	0	0	0	4	0	2	2	3	0	2	1	2
gene_2792	0	0	0	132	126	75	33	73	49	59	89	104
gene_2793	0	0	0	17	33	12	9	6	5	4	14	19
gene_2794	0	0	0	22	16	5	4	9	5	3	9	9
gene_2795	0	0	0	0	3	0	0	1	2	2	1	1
gene_2796	0	0	0	0	3	1	0	0	0	0	5	3
gene_2797	0	0	0	130	137	91	149	174	116	138	178	266
gene_2798	0	0	0	7	7	7	12	9	3	6	7	15
gene_2799	0	0	0	15	16	13	13	14	13	22	17	19
gene_28	0	0	0	19	58	11	10	9	12	11	19	28
gene_280	0	0	0	10	23	9	11	15	10	6	17	19
gene_2800	0	0	0	15	11	15	9	26	12	30	20	36
gene_2801	0	0	0	229	287	198	99	167	109	104	202	197
gene_2802	0	0	0	0	0	0	1	0	0	1	0	0
gene_2803	0	0	0	0	1	2	1	0	1	0	4	2
gene_2804	0	0	0	0	0	0	0	0	0	0	0	0
gene_2805	0	0	0	20	24	11	5	13	8	7	5	21
gene_2806	0	0	0	23	19	13	1	5	3	2	6	10
gene_2807	0	0	0	11	16	11	10	16	3	9	3	12
gene_2808	0	0	0	0	0	0	0	0	0	0	0	0
gene_2809	0	0	0	70	53	25	42	38	30	28	48	64
gene_281	0	0	0	4	6	9	5	12	1	3	8	4
gene_2810	0	0	0	0	0	0	0	0	0	0	0	0
gene_2811	0	0	0	17	30	13	5	16	7	11	8	11
gene_2812	0	0	0	79	112	113	22	40	16	32	36	58
gene_2813	0	0	0	0	3	0	0	4	3	1	2	5
gene_2814	0	0	0	2	15	11	2	1	5	9	24	28
gene_2815	0	0	0	10	10	13	9	10	7	12	11	13
gene_2816	0	0	0	0	1	2	3	1	1	1	3	3
gene_2817	0	0	0	0	0	0	0	0	0	0	0	0
gene_2818	0	0	0	0	0	2	4	9	3	2	8	10
gene_2819	0	0	0	4	3	2	5	6	11	10	14	12
gene_282	0	0	0	26	33	15	15	7	16	6	24	30
gene_2820	0	0	0	15	7	4	41	32	15	49	94	122
gene_2821	0	0	0	11	4	8	18	15	17	37	25	45
gene_2822	0	0	0	2	0	1	2	2	1	0	1	4
gene_2823	0	0	0	4	5	3	2	5	3	4	1	7
gene_2824	0	0	0	4	6	3	5	6	3	2	15	8
gene_2825	0	0	0	0	0	0	0	0	0	0	0	2
gene_2826	0	0	0	6	11	3	6	8	2	3	2	7
gene_2827	0	0	0	6	5	3	16	17	14	31	23	31
gene_2828	0	0	0	2	2	7	0	2	4	6	1	4
gene_2829	0	0	0	7	10	6	3	5	1	3	3	4
gene_283	0	0	0	3	3	10	6	5	3	3	1	7
gene_2830	0	0	0	298	408	198	112	116	123	91	162	193
gene_2831	0	0	0	0	4	0	2	6	3	1	5	2
gene_2832	0	0	0	0	0	0	0	0	0	0	0	0
gene_2833	0	0	0	11	14	8	13	25	12	10	23	25
gene_2834	0	0	0	4	4	2	3	16	6	4	6	7
gene_2835	0	0	0	2	1	2	0	1	2	1	3	2
gene_2836	0	0	0	16	28	6	23	33	19	20	34	50
gene_2837	0	0	0	0	1	0	0	1	0	0	2	3
gene_2838	0	0	0	165	75	53	22	32	59	39	31	56
gene_2839	0	0	0	0	0	0	0	0	0	0	0	0
gene_284	0	0	0	10	8	3	3	7	1	8	5	5
gene_2840	0	0	0	28	37	18	19	44	19	24	39	51
gene_2841	0	0	0	19	55	35	36	67	43	35	40	101
gene_2842	0	0	0	39	59	30	31	68	49	15	44	50
gene_2843	0	0	0	3	13	2	5	3	1	6	4	8
gene_2844	0	0	0	0	0	0	2	3	3	2	5	13
gene_2845	0	0	0	3	6	7	3	4	2	3	5	8
gene_2846	0	0	0	10	8	8	13	25	17	9	11	22
gene_2847	0	1	0	111	197	146	151	208	129	183	282	332
gene_2848	0	0	0	11	24	9	5	7	4	0	10	11
gene_2849	0	0	0	0	2	1	1	0	0	1	0	1
gene_285	0	0	0	17	32	13	5	12	9	4	6	19
gene_2850	0	0	0	40	47	20	12	20	14	20	42	57
gene_2851	0	0	0	4	6	4	1	3	1	4	1	3
gene_2852	0	0	0	0	1	1	0	2	0	0	0	0
gene_2853	0	0	0	1	5	2	0	1	3	1	1	1
gene_2854	0	0	0	1	0	0	0	0	0	0	0	1
gene_2855	0	0	0	0	0	0	0	0	0	0	0	0
gene_2856	0	0	0	0	0	0	0	0	0	0	0	0
gene_2857	0	0	0	0	0	0	0	0	0	0	0	0
gene_2858	0	0	0	0	0	0	0	0	0	4	0	0
gene_2859	0	0	0	1	0	0	0	2	4	0	1	1
gene_286	0	0	0	95	117	84	43	58	46	18	70	82
gene_2860	0	0	0	34	28	26	23	33	23	23	44	34
gene_2861	0	0	0	6	2	1	4	6	0	3	3	6
gene_2862	0	0	0	0	2	8	1	2	2	1	3	9
gene_2863	0	0	0	0	3	0	0	1	0	1	0	1
gene_2864	0	0	0	0	0	0	0	0	0	0	0	0
gene_2865	0	0	0	0	5	4	0	1	0	2	0	3
gene_2866	0	0	0	40	54	63	19	18	11	10	33	41
gene_2867	0	0	0	9	5	4	0	9	5	1	8	2
gene_2868	0	0	0	31	64	48	51	53	47	34	60	111
gene_2869	0	0	0	77	223	55	222	274	200	144	178	213
gene_287	0	0	0	8	3	2	1	1	1	2	1	3
gene_2870	0	0	0	32	40	24	12	10	20	13	19	37
gene_2871	0	0	0	12	27	6	7	7	3	2	13	9
gene_2872	0	0	0	10	20	24	8	12	2	11	15	12
gene_2873	0	0	0	3	8	4	7	15	12	8	6	16
gene_2874	0	0	0	7	6	4	3	2	0	0	10	5
gene_2875	0	0	0	0	1	0	0	0	1	0	1	1
gene_2876	0	0	0	456	236	128	38	42	98	40	58	83
gene_2877	0	0	0	3	6	5	3	4	1	3	3	12
gene_2878	0	0	0	4	2	4	0	2	1	0	1	5
gene_2879	0	0	0	12	17	3	1	3	3	2	4	10
gene_288	0	0	0	0	0	0	0	0	0	0	0	0
gene_2880	0	0	0	76	69	37	19	35	15	11	17	41
gene_2881	0	0	0	0	2	0	8	4	13	12	12	21
gene_2882	0	0	0	0	0	0	8	1	3	2	3	9
gene_2883	0	0	0	5	2	2	4	2	1	3	3	7
gene_2884	0	0	0	0	0	0	0	0	0	0	0	0
gene_2885	0	0	0	1	9	0	0	7	2	4	1	9
gene_2886	0	0	0	0	0	0	0	0	0	0	0	0
gene_2887	0	0	0	0	0	0	0	0	0	0	0	0
gene_2888	0	0	0	0	0	0	0	0	0	0	0	0
gene_2889	0	0	0	0	0	0	0	0	0	0	0	0
gene_289	0	0	0	1	6	1	0	0	3	0	2	3
gene_2890	0	0	0	0	0	0	0	0	0	0	0	0
gene_2891	0	0	0	0	0	0	0	0	0	0	1	5
gene_2892	0	0	0	0	1	0	0	0	1	0	0	0
gene_2893	0	0	0	54	87	60	36	53	31	30	64	65
gene_2894	0	0	0	135	206	80	43	60	55	56	115	129
gene_2895	0	0	0	21	22	13	5	3	7	4	4	14
gene_2896	0	0	0	1	2	2	3	1	2	1	2	1
gene_2897	0	0	0	9	37	32	7	11	3	6	10	16
gene_2898	0	0	0	27	37	17	37	61	22	30	43	60
