GeneID	GGHNY	GGHNZ	GGHOA	GGHOH	GGHON	GGHOO	GGHOP	GGHOS	GGHOT	GGHOB	GGHOC	GGHOG
gene_2810	0	0	0	4	0	0	0	0	0	0	0	0
gene_2811	0	0	0	43	30	10	0	12	20	4	2	4
gene_2812	0	0	0	94	84	57	8	55	77	8	17	21
gene_2813	0	0	0	2	1	1	0	1	2	0	0	0
gene_2814	0	0	0	14	3	6	1	4	10	2	4	3
gene_2815	0	0	0	19	8	9	0	16	24	2	8	3
gene_2816	0	0	0	6	0	1	1	2	12	3	1	4
gene_2817	0	0	0	0	0	0	0	0	0	0	0	0
gene_2818	0	0	0	10	0	0	3	11	16	1	5	5
gene_2819	0	0	0	1	1	1	1	10	7	5	2	4
gene_282	0	0	0	37	17	14	7	26	28	7	12	22
gene_2820	0	0	0	18	5	4	8	85	83	20	52	50
gene_2821	0	0	0	25	5	9	3	47	35	7	20	28
gene_2822	0	0	0	2	0	2	0	5	3	0	1	1
gene_2823	0	0	0	8	7	5	0	3	2	2	2	5
gene_2824	0	0	0	13	4	1	3	5	8	6	3	4
gene_2825	0	0	0	0	0	0	0	0	0	0	0	0
gene_2826	0	0	0	6	6	7	3	10	5	0	5	9
gene_2827	0	0	0	3	4	2	7	17	43	16	29	34
gene_2828	0	0	0	4	0	2	1	3	4	1	2	3
gene_2829	0	0	0	11	9	5	0	9	14	0	3	4
gene_283	0	0	0	20	5	8	2	13	15	5	5	3
gene_2830	0	0	0	405	299	122	22	208	203	54	90	125
gene_2831	0	0	0	5	0	0	0	8	6	2	1	3
gene_2832	0	0	0	0	0	0	0	0	0	0	0	0
gene_2833	0	0	0	27	11	9	1	18	26	2	10	15
gene_2834	0	0	0	14	3	2	0	15	19	1	5	3
gene_2835	0	0	0	6	0	2	1	1	0	0	0	1
gene_2836	0	0	0	37	13	13	5	45	56	7	19	25
gene_2837	0	0	0	3	0	2	0	3	7	0	0	5
gene_2838	0	0	0	132	41	67	14	42	32	13	14	43
gene_2839	0	0	0	0	0	0	0	0	0	0	0	0
gene_284	0	0	0	8	5	9	1	11	14	1	8	7
gene_2840	0	0	0	44	17	5	4	36	38	9	27	33
gene_2841	0	0	0	90	34	35	16	103	172	17	30	46
gene_2842	0	0	0	89	42	22	9	66	88	11	18	29
gene_2843	0	0	0	14	12	6	1	5	6	1	2	4
gene_2844	0	0	0	2	0	2	0	4	0	2	0	0
gene_2845	0	0	0	5	4	5	1	3	6	1	5	3
gene_2846	0	0	0	30	10	8	2	18	24	0	7	11
gene_2847	0	0	0	312	123	93	40	325	353	71	148	206
gene_2848	0	0	0	12	5	4	2	10	10	2	4	5
gene_2849	0	0	0	4	0	0	0	3	3	0	0	0
gene_285	0	0	0	36	20	3	2	15	14	0	6	3
gene_2850	0	0	0	35	10	20	1	23	28	5	15	8
gene_2851	0	0	0	6	3	0	1	2	10	0	2	2
gene_2852	0	0	0	0	0	0	0	0	1	1	0	0
gene_2853	0	0	0	4	1	1	0	2	1	0	3	2
gene_2854	0	0	0	0	0	0	0	0	0	0	0	0
gene_2855	0	0	0	0	0	0	0	0	0	0	0	0
gene_2856	0	0	0	0	0	0	0	0	0	0	0	0
gene_2857	0	0	0	0	0	0	0	0	0	0	0	0
gene_2858	0	0	0	1	0	0	0	0	0	0	0	0
gene_2859	0	0	0	0	1	0	0	0	1	0	0	0
gene_286	0	0	0	121	96	50	16	61	80	9	22	38
gene_2860	0	0	0	90	28	27	12	67	59	11	15	25
gene_2861	0	0	0	4	2	2	2	5	5	0	1	7
gene_2862	0	0	0	19	2	5	0	2	4	0	3	7
gene_2863	0	0	0	0	0	1	0	0	0	0	0	0
gene_2864	0	0	0	1	0	0	0	0	0	0	0	0
gene_2865	0	0	0	3	0	3	0	1	2	0	1	1
gene_2866	0	0	0	87	53	24	3	40	47	12	10	17
gene_2867	0	0	0	9	5	3	0	5	3	1	3	9
gene_2868	0	0	0	122	48	43	9	94	100	20	37	55
gene_2869	0	0	0	213	77	51	60	362	493	71	160	168
gene_287	0	0	0	4	1	0	1	2	2	1	1	1
gene_2870	0	0	0	35	28	5	3	26	27	4	10	10
gene_2871	0	0	0	30	20	9	3	14	17	2	6	10
gene_2872	0	0	0	36	11	11	0	10	12	8	2	6
gene_2873	0	0	0	11	8	8	3	9	21	4	4	6
gene_2874	0	0	0	11	7	1	0	4	2	1	4	1
gene_2875	0	0	0	0	0	0	0	2	0	0	0	0
gene_2876	0	0	0	294	150	125	8	103	102	15	29	58
gene_2877	0	0	0	3	0	0	0	7	10	1	7	7
gene_2878	0	0	0	3	2	0	0	2	5	0	0	2
gene_2879	0	0	0	12	5	4	3	2	5	0	2	4
gene_288	0	0	0	0	0	0	0	0	0	0	0	0
gene_2880	0	0	0	72	35	34	7	39	54	7	16	14
gene_2881	0	0	0	2	0	0	4	20	28	2	13	5
gene_2882	0	0	0	2	1	2	1	9	8	1	7	3
gene_2883	0	0	0	7	1	2	0	5	6	0	2	1
gene_2884	0	0	0	0	0	0	0	0	0	0	0	0
gene_2885	0	0	0	3	1	4	1	11	11	0	1	4
gene_2886	0	0	0	0	0	0	0	0	0	0	0	0
gene_2887	0	0	0	0	0	0	0	0	0	0	0	0
gene_2888	0	0	0	0	0	0	0	0	0	0	0	0
gene_2889	0	0	0	0	0	0	0	0	0	0	0	0
gene_289	0	0	0	3	7	0	0	1	1	0	0	1
gene_2890	0	0	0	0	0	0	0	0	0	0	0	0
gene_2891	0	0	0	1	1	1	1	2	2	0	0	0
gene_2892	0	0	0	0	1	0	0	0	2	0	1	1
gene_2893	0	0	0	96	65	41	13	73	91	20	30	48
gene_2894	0	0	0	171	97	47	14	103	87	23	52	72
gene_2895	0	0	0	18	16	14	0	6	7	2	3	2
gene_2896	0	0	0	13	5	7	0	0	4	0	1	3
gene_2897	0	0	0	52	33	39	2	11	19	0	4	8
gene_2898	0	0	0	99	31	23	10	75	52	8	24	38
gene_2899	0	0	0	22	18	3	4	17	14	1	4	6
gene_29	0	0	0	95	21	21	8	61	54	18	21	35
gene_290	0	0	0	1	0	3	0	0	0	0	0	0
gene_2900	0	0	0	52	16	11	5	31	22	8	13	16
gene_2901	0	0	0	0	3	0	2	3	8	0	6	2
gene_2902	0	0	0	72	44	13	7	56	49	11	9	32
gene_2903	0	0	0	2	6	1	0	5	6	2	2	3
gene_2904	0	0	0	10	2	9	4	10	16	3	3	5
gene_2905	0	0	0	36	16	7	4	22	36	4	9	10
gene_2906	0	0	0	5	1	0	0	7	2	1	3	2
gene_2907	0	0	0	25	14	6	1	20	19	10	6	14
gene_2908	0	0	0	4	1	3	0	10	5	2	0	3
gene_2909	0	0	0	8	8	10	3	12	9	0	7	3
gene_291	0	0	0	26	6	19	0	24	19	5	8	22
gene_2910	0	0	0	107	71	47	16	64	87	17	31	46
gene_2911	0	0	0	0	0	0	0	0	0	0	0	0
gene_2912	0	0	0	28	14	10	2	19	16	3	7	10
gene_2913	0	0	0	35	15	14	3	30	36	8	12	18
gene_2914	0	0	0	22	19	4	4	21	26	11	5	12
gene_2915	0	0	0	72	45	18	9	42	56	13	31	36
gene_2916	0	0	0	51	26	14	3	32	31	8	8	17
gene_2917	0	0	0	8	0	1	1	6	14	2	3	4
gene_2918	0	0	0	18	10	5	5	41	46	4	15	25
gene_2919	0	0	0	3	2	3	1	6	20	1	4	9
gene_292	0	0	0	26	23	10	3	28	21	30	24	43
gene_2920	0	0	0	2	2	1	1	3	4	0	4	3
gene_2921	0	0	0	7	3	1	0	3	3	0	0	3
gene_2922	0	0	0	104	37	25	10	94	98	8	32	39
gene_2923	0	0	0	10	7	2	3	8	18	4	6	7
gene_2924	0	0	0	19	15	7	3	9	20	1	16	11
gene_2925	0	0	0	48	10	22	16	51	53	17	22	40
gene_2926	0	0	0	1	1	1	0	1	4	1	1	4
gene_2927	0	0	0	7	2	4	1	2	9	1	1	1
gene_2928	0	0	0	165	52	37	14	75	66	22	40	59
gene_2929	0	0	0	22	9	6	0	13	8	2	5	6
gene_293	0	0	0	4	1	2	2	6	6	1	0	1
gene_2930	0	0	0	0	0	0	0	0	0	1	0	0
gene_2931	0	0	0	40	12	0	31	118	93	49	75	153
gene_2932	0	0	0	1	1	0	0	8	11	8	8	7
gene_2933	0	0	0	3	1	0	1	13	3	6	7	5
gene_2934	0	0	0	36	18	11	0	30	28	5	8	10
gene_2935	0	0	0	32	10	13	2	28	31	8	11	17
gene_2936	0	0	0	13	12	13	2	3	10	2	3	4
gene_2937	0	0	0	46	9	12	8	35	56	7	16	15
gene_2938	0	0	0	58	22	27	13	63	54	12	28	29
gene_2939	0	0	0	29	10	8	3	20	11	2	7	8
gene_294	0	0	0	12	7	1	0	9	11	3	6	2
gene_2940	0	0	0	87	35	30	4	52	58	20	9	49
gene_2941	0	0	0	10	3	5	3	16	13	1	7	3
gene_2942	0	0	0	9	5	5	2	14	11	1	4	9
gene_2943	0	0	0	44	25	6	2	39	26	8	12	19
gene_2944	0	0	0	3	2	1	2	4	4	0	4	6
gene_2945	0	0	0	26	3	11	8	35	47	5	11	38
gene_2946	0	0	0	2	0	0	1	1	1	0	3	3
gene_2947	0	0	0	11	15	10	1	17	3	1	10	9
gene_2948	0	0	0	7	7	1	0	11	9	2	0	6
gene_2949	0	0	0	32	13	12	2	19	23	5	4	11
gene_295	0	0	0	45	21	19	0	19	41	3	5	20
gene_2950	0	0	0	20	4	3	2	11	14	11	2	8
gene_2951	0	0	0	0	0	0	0	0	0	0	0	0
gene_2952	0	0	0	38	12	7	4	14	29	4	14	19
gene_2953	0	0	0	15	10	13	3	11	11	1	2	5
gene_2954	0	0	0	61	22	16	1	20	35	2	5	8
gene_2955	0	0	0	41	25	16	4	21	31	8	10	16
gene_2956	0	0	0	68	46	31	9	79	90	23	34	55
gene_2957	0	0	0	131	39	36	21	124	102	28	35	85
gene_2958	0	0	0	4	2	1	3	4	13	2	4	1
gene_2959	0	0	0	0	0	0	0	0	0	0	0	0
gene_296	0	0	0	102	69	34	20	120	132	25	47	78
gene_2960	0	0	0	0	0	0	0	0	0	0	0	0
gene_2961	0	0	0	12	6	6	5	17	30	2	9	8
gene_2962	0	0	0	26	13	7	5	21	38	7	8	12
gene_2963	0	0	0	8	8	5	3	8	16	2	5	13
gene_2964	0	0	0	16	7	7	2	18	26	6	6	14
gene_2965	0	0	0	8	5	7	1	11	19	0	4	5
gene_2966	0	0	0	4	5	1	1	4	5	1	4	0
gene_2967	0	0	0	13	4	6	1	6	11	2	5	3
gene_2968	0	0	0	11	2	15	1	11	13	6	3	7
gene_2969	0	0	0	14	8	2	1	2	8	5	1	3
gene_297	0	0	0	2	3	1	2	9	6	1	3	6
gene_2970	0	0	0	29	10	7	4	45	35	9	20	21
gene_2971	0	0	0	78	47	25	13	65	68	12	23	38
gene_2972	0	0	0	5	3	1	0	5	0	1	2	1
gene_2973	0	0	0	0	1	0	0	0	0	0	0	0
gene_2974	0	0	0	223	24	68	36	228	201	40	60	145
gene_2975	0	0	0	0	0	0	0	0	0	0	0	0
gene_2976	0	0	0	68	36	26	2	24	34	8	22	27
gene_2977	0	0	0	63	37	32	3	40	63	18	22	25
gene_2978	0	0	0	5	2	2	1	6	7	1	0	2
gene_2979	0	0	0	71	30	20	10	36	49	4	11	23
gene_298	0	0	0	13	3	4	0	14	10	2	3	7
gene_2980	0	0	0	0	0	0	0	0	0	0	0	0
gene_2981	0	0	0	7	3	5	0	5	9	0	3	3
gene_2982	0	0	0	9	3	4	0	4	5	0	1	2
gene_2983	0	0	0	0	0	0	0	0	0	0	0	0
gene_2984	0	0	0	11	3	1	0	3	9	2	3	5
gene_2985	0	0	0	1	2	0	0	0	0	0	0	0
gene_2986	0	0	0	29	16	8	0	20	21	5	10	6
gene_2987	0	0	0	13	5	4	3	46	14	8	35	23
gene_2988	0	0	0	1	0	0	0	0	1	0	0	0
gene_2989	0	0	0	0	0	0	0	0	0	0	0	0
gene_299	0	0	0	18	3	4	8	18	20	5	11	13
gene_2990	0	0	0	26	14	2	2	36	32	3	5	9
gene_2991	0	0	0	7	1	0	0	7	4	0	0	6
gene_2992	0	0	0	97	54	25	3	87	60	16	24	29
gene_2993	0	0	0	20	10	9	1	13	12	3	13	9
gene_2994	0	0	0	18	20	7	5	10	16	8	4	14
gene_2995	0	0	0	0	0	0	0	0	0	0	0	0
gene_2996	0	0	0	0	0	0	0	0	0	0	0	0
gene_2997	0	0	0	8	4	0	0	12	4	4	0	3
gene_2998	0	0	0	2	1	2	4	2	9	0	4	3
gene_2999	0	0	0	18	5	2	1	3	2	0	8	1
gene_3	0	0	0	0	0	0	0	0	0	0	0	0
gene_30	0	0	0	0	0	0	0	0	0	0	0	0
gene_300	0	0	0	99	71	28	2	25	39	5	13	14
gene_3000	0	0	0	0	0	0	0	0	0	0	0	0
gene_3001	0	0	0	1	0	0	0	5	2	0	1	1
gene_3002	0	0	0	18	4	6	1	15	23	8	7	11
gene_3003	0	0	0	0	0	0	0	0	0	0	0	0
gene_3004	0	0	0	18	13	6	2	22	20	3	3	8
gene_3005	0	0	0	0	0	1	0	3	2	0	0	0
gene_3006	0	0	0	96	60	36	10	54	56	10	15	41
gene_3007	0	0	0	15	6	7	2	14	15	11	3	13
gene_3008	0	0	0	3	3	0	0	4	4	1	5	1
gene_3009	0	0	0	4	5	0	3	4	2	1	1	3
gene_301	0	0	0	123	70	47	3	44	62	1	18	16
gene_3010	0	0	0	2	5	1	0	0	1	0	1	0
gene_3011	0	0	0	31	22	23	16	53	68	10	32	42
gene_3012	0	0	0	3	3	1	0	0	1	0	2	0
gene_3013	0	0	0	1	1	0	0	0	0	0	0	0
gene_3014	0	0	0	23	12	3	2	28	49	16	22	34
gene_3015	0	0	0	82	34	22	15	99	92	16	32	44
gene_3016	0	0	0	9	2	3	3	15	19	4	1	5
gene_3017	0	0	0	116	42	48	12	100	84	5	19	21
gene_3018	0	0	0	70	25	18	2	25	49	8	15	18
gene_3019	0	0	0	42	14	13	3	23	26	8	12	21
gene_302	0	0	0	36	10	18	1	34	29	4	10	16
gene_3020	0	0	0	1	0	0	0	1	1	0	0	0
gene_3021	0	0	0	35	12	3	4	34	50	11	11	22
gene_3022	0	0	0	1	0	0	0	1	2	0	0	0
gene_3023	0	0	0	23	10	4	5	32	28	4	11	22
gene_3024	0	0	0	0	0	0	0	0	0	0	0	0
gene_3025	0	0	0	6	0	3	0	4	6	0	1	6
gene_3026	0	0	0	7	4	0	0	7	10	1	1	5
gene_3027	0	0	0	0	0	0	0	0	0	0	0	0
gene_3028	0	0	0	39	23	13	3	23	23	7	11	13
gene_3029	0	0	0	0	2	0	1	3	5	1	4	3
gene_303	0	0	0	99	21	25	8	96	84	9	25	61
gene_3030	0	0	0	0	0	0	0	1	0	0	0	0
gene_3031	0	0	0	11	12	5	0	5	8	2	1	4
gene_3032	0	0	0	43	16	11	4	18	35	4	8	15
gene_3033	0	0	0	2	4	0	0	5	6	1	1	2
gene_3034	0	0	0	1	0	0	3	14	13	3	4	5
gene_3035	1	0	0	29	9	15	3	40	37	10	16	12
gene_3036	0	0	0	17	5	2	9	25	18	3	11	21
gene_3037	0	0	0	7	3	2	2	9	8	0	5	2
gene_3038	0	0	0	0	0	0	0	0	0	0	0	0
gene_3039	0	0	0	5	2	2	0	8	10	1	1	0
gene_304	0	0	0	23	12	5	4	16	22	7	9	16
gene_3040	0	0	0	175	77	41	23	98	101	17	26	55
gene_3041	0	0	0	55	26	19	5	27	26	6	12	12
gene_3042	0	0	0	72	37	31	6	46	61	6	21	30
gene_3043	0	0	0	0	0	0	0	0	0	0	0	0
gene_3044	0	0	0	28	28	7	3	27	6	6	4	8
gene_3045	0	0	0	0	0	0	0	0	0	0	0	0
gene_3046	0	0	0	4	4	1	0	0	1	0	0	0
gene_3047	0	0	0	3	0	2	0	2	3	0	1	1
gene_3048	0	0	0	3	1	3	3	11	6	0	0	3
gene_3049	0	0	0	33	14	8	4	31	36	6	15	22
gene_305	0	0	0	15	8	1	2	23	13	1	2	5
gene_3050	0	0	0	76	23	25	20	62	87	26	31	43
gene_3051	0	0	0	13	5	3	1	5	10	0	3	10
gene_3052	0	0	0	74	63	30	6	62	63	11	19	32
gene_3053	0	0	0	34	13	18	7	36	43	3	9	21
gene_3054	0	0	0	2	2	1	1	7	2	0	1	7
gene_3055	0	0	0	63	36	15	5	65	35	7	31	29
gene_3056	0	0	0	0	0	0	0	0	0	0	0	0
gene_3057	0	0	0	14	3	9	3	19	12	1	2	11
gene_3058	0	0	0	3	3	1	0	1	0	0	2	0
gene_3059	0	0	0	0	0	0	0	0	0	0	0	0
gene_306	0	0	0	23	29	11	3	26	10	5	3	9
gene_3060	0	0	0	45	19	18	0	25	17	3	13	8
gene_3061	0	0	0	11	3	5	0	11	8	0	4	0
gene_3062	0	0	0	265	63	77	50	225	245	88	102	167
gene_3063	0	0	0	0	0	0	0	0	0	0	0	0
gene_3064	0	0	0	24	0	4	8	26	30	6	13	10
gene_3065	0	0	0	21	4	6	0	22	28	5	5	5
gene_3066	0	0	0	10	4	8	4	14	13	6	8	8
gene_3067	0	0	0	1	0	0	0	5	0	0	1	0
gene_3068	0	0	0	15	4	3	0	10	8	3	4	1
gene_3069	0	0	0	2	0	0	0	1	1	0	0	0
gene_307	0	0	0	147	75	44	15	93	106	23	35	52
gene_3070	0	0	0	3	0	0	0	0	3	0	1	3
gene_3071	0	0	0	12	6	4	3	31	27	6	5	7
gene_3072	0	0	0	7	1	2	0	4	1	0	0	3
gene_3073	0	0	0	5	2	1	0	4	5	0	0	1
gene_3074	0	0	0	8	5	8	2	12	15	1	4	6
gene_3075	0	0	0	22	9	10	0	16	8	3	3	2
gene_3076	0	0	0	32	23	8	2	19	10	1	6	6
gene_3077	0	0	0	10	2	3	0	10	9	1	1	7
gene_3078	0	0	0	0	0	0	0	4	0	0	0	1
gene_3079	0	0	0	22	8	5	1	9	8	1	4	6
gene_308	0	0	0	12	8	3	0	12	11	0	5	2
gene_3080	0	0	0	0	0	0	0	0	0	1	0	0
gene_3081	0	0	0	0	0	1	0	1	0	0	0	0
gene_3082	0	0	0	1	0	0	0	0	1	0	0	1
gene_3083	0	0	0	0	0	0	0	0	0	0	0	0
gene_3084	0	0	0	1	1	0	0	1	0	0	0	1
gene_3085	0	0	0	0	0	0	0	1	0	0	1	0
gene_3086	0	0	0	0	0	0	0	0	0	0	0	0
gene_3087	0	0	0	0	0	0	0	1	2	0	1	1
gene_3088	0	0	0	2	2	1	0	7	7	1	1	0
gene_3089	0	0	0	24	11	12	2	43	44	8	11	17
gene_309	0	0	0	5	0	1	0	3	2	0	0	1
gene_3090	0	0	0	3	1	1	1	1	6	0	1	1
gene_3091	0	0	0	3	3	1	0	11	9	1	3	7
gene_3092	0	0	0	7	2	1	0	3	6	2	1	2
gene_3093	0	0	0	23	14	5	4	16	23	1	6	8
gene_3094	0	0	0	18	2	2	3	14	11	4	3	6
gene_3095	0	0	0	36	11	7	1	34	8	5	7	7
gene_3096	0	0	0	0	0	0	0	0	0	0	0	0
gene_3097	0	0	0	7	3	0	1	19	7	5	5	8
gene_3098	0	0	0	3	2	0	0	6	2	5	1	6
gene_3099	0	0	0	4	0	0	1	0	1	1	0	1
gene_31	0	0	0	24	5	10	7	26	29	6	18	13
gene_310	0	0	0	0	0	0	0	9	3	2	0	4
gene_3100	0	0	0	60	21	14	8	59	63	10	19	39
gene_3101	0	0	0	14	4	2	2	8	7	4	1	4
gene_3102	0	0	0	14	13	14	3	11	14	1	3	10
gene_3103	0	0	0	9	7	0	0	3	7	4	2	1
gene_3104	0	0	0	20	8	7	3	11	15	3	3	7
gene_3105	0	0	0	12	8	4	3	28	35	5	8	16
gene_3106	0	0	0	0	0	0	0	0	0	0	0	0
gene_3107	0	0	0	5	1	1	1	9	9	0	4	2
gene_3108	0	0	0	22	6	6	4	21	14	6	13	8
gene_3109	0	0	0	5	1	2	0	7	5	0	2	6
gene_311	0	0	0	1	2	2	0	1	1	0	0	1
gene_3110	0	0	0	17	17	7	2	9	5	5	3	5
gene_3111	0	0	0	16	19	7	1	5	13	5	3	16
gene_3112	0	0	0	0	0	0	0	0	0	0	0	0
gene_3113	0	0	0	0	0	0	0	1	0	0	1	0
gene_3114	0	0	0	10	5	6	5	19	49	9	9	17
gene_3115	0	0	0	6	4	2	0	9	4	0	3	5
gene_3116	0	0	0	3	0	3	1	5	2	0	0	3
gene_3117	0	0	0	0	0	0	0	0	0	0	0	0
gene_3118	0	0	0	0	1	0	0	3	7	0	0	2
gene_3119	0	0	0	37	17	9	2	25	24	5	14	17
gene_312	0	0	0	0	0	1	0	0	2	0	0	0
gene_3120	0	0	0	1	0	1	2	7	5	2	2	3
gene_3121	0	0	0	16	8	3	0	8	10	0	2	6
gene_3122	0	0	0	0	0	0	0	0	0	0	0	0
gene_3123	0	0	0	24	19	14	3	23	25	6	13	24
gene_3124	0	0	0	0	0	0	0	0	0	0	0	0
gene_3125	0	0	0	2	0	1	1	3	1	0	1	3
gene_3126	0	0	0	0	0	0	0	0	0	0	0	0
gene_3127	0	0	0	7	4	1	0	8	5	0	2	1
gene_3128	0	0	0	34	10	13	9	15	21	7	6	8
gene_3129	0	0	0	4	1	1	2	6	5	0	2	1
gene_313	0	0	0	12	3	7	5	22	40	16	15	33
gene_3130	0	0	0	0	0	0	1	2	3	1	0	0
gene_3131	0	0	0	43	25	17	5	76	88	19	28	49
gene_3132	0	0	0	1	1	2	0	2	4	1	1	0
gene_3133	0	0	0	38	16	12	6	27	46	2	10	13
gene_3134	0	0	0	1	0	4	1	1	1	0	3	1
gene_3135	0	0	0	9	1	5	0	4	7	0	4	2
gene_3136	0	0	0	0	0	0	0	0	0	0	0	0
gene_3137	0	0	0	38	17	14	4	28	47	4	16	17
gene_3138	0	0	0	0	0	0	0	0	0	0	0	1
gene_3139	0	0	0	15	1	1	4	19	19	2	9	15
gene_314	0	0	0	5	4	0	0	9	9	2	1	2
gene_3140	0	0	0	84	42	24	7	48	71	15	24	31
gene_3141	0	0	0	17	9	8	1	22	19	1	7	10
gene_3142	0	0	0	18	8	4	0	22	21	7	6	10
gene_3143	0	0	0	4	4	4	1	17	5	1	2	9
gene_3144	0	0	0	78	47	23	7	70	76	6	26	49
gene_3145	0	0	0	0	0	0	0	0	0	0	0	0
gene_3146	0	0	0	108	130	33	37	141	146	50	96	143
gene_3147	0	0	0	0	0	0	0	0	0	0	0	0
gene_3148	0	0	0	0	0	0	0	0	0	0	0	0
gene_3149	0	0	0	12	7	0	5	9	8	5	5	3
gene_315	0	0	0	90	29	25	12	61	63	12	22	46
gene_3150	0	0	0	24	15	20	1	25	27	0	5	13
gene_3151	0	0	0	2	0	0	2	8	10	2	2	3
gene_3152	0	0	0	119	56	33	11	65	77	11	29	35
gene_3153	0	0	0	0	0	0	0	0	0	0	0	0
gene_3154	0	0	0	0	0	0	0	0	0	0	0	0
gene_3155	0	0	0	15	6	2	3	7	7	4	4	3
gene_3156	0	0	0	0	0	0	0	2	2	0	0	1
gene_3157	0	0	0	28	5	10	8	53	36	18	23	18
gene_3158	0	0	0	3	2	3	0	2	0	0	3	2
gene_3159	0	0	0	9	11	7	1	3	6	1	2	3
gene_316	0	0	0	6	2	5	2	4	9	1	0	0
gene_3160	0	0	0	46	23	8	3	22	23	5	4	14
gene_3161	0	0	0	10	5	1	4	20	11	6	3	7
gene_3162	0	0	0	1	0	0	0	22	1	3	7	5
gene_3163	0	0	0	13	2	7	3	5	9	1	6	10
gene_3164	0	0	0	40	15	13	6	38	43	10	11	29
gene_3165	0	0	0	11	3	4	3	9	12	2	2	4
gene_3166	0	0	0	6	3	5	2	18	11	4	1	14
gene_3167	0	0	0	5	1	0	0	3	7	1	2	2
gene_3168	0	0	0	9	3	4	3	12	6	4	7	6
gene_3169	0	0	0	5	1	5	1	6	7	0	2	4
gene_317	0	0	0	27	11	9	6	26	32	4	12	21
gene_3170	0	0	0	21	8	6	5	22	22	5	8	7
gene_3171	0	0	0	3	2	4	2	3	2	2	1	3
gene_3172	0	0	0	9	5	5	3	16	25	1	2	3
gene_3173	0	0	0	1	1	0	0	1	8	0	3	2
gene_3174	0	0	0	10	7	7	0	12	14	6	4	4
gene_3175	0	0	0	2	2	1	1	8	11	1	0	0
gene_3176	0	0	0	11	4	9	1	22	17	4	9	16
gene_3177	0	0	0	1	1	0	0	0	0	0	0	0
gene_3178	0	0	0	6	3	1	0	6	5	2	1	1
gene_3179	0	0	0	5	16	3	1	13	11	4	4	7
gene_318	0	0	0	10	4	3	2	16	12	5	1	2
gene_3180	0	0	0	0	0	0	0	0	0	0	0	0
gene_3181	0	0	0	0	0	0	0	0	0	0	0	0
gene_3182	0	0	0	24	8	6	5	14	28	0	7	17
gene_3183	0	0	0	0	0	0	0	0	0	0	0	0
gene_3184	0	0	0	18	6	3	12	54	43	15	30	18
gene_3185	0	0	0	29	9	14	5	20	24	6	9	7
gene_3186	0	0	0	4	4	0	1	14	9	2	0	7
gene_3187	0	0	0	2	0	1	0	6	3	0	1	1
gene_3188	0	0	0	3	0	0	0	0	5	2	0	0
gene_3189	0	0	0	6	5	2	0	7	8	0	4	5
gene_319	0	0	0	19	4	12	3	18	34	7	12	11
gene_3190	0	0	0	0	0	0	0	0	0	0	0	0
gene_3191	0	0	0	0	0	0	0	0	0	0	0	0
gene_3192	0	0	0	0	1	0	0	1	3	0	0	0
gene_3193	0	0	0	72	171	21	0	24	15	2	4	9
gene_3194	0	0	0	65	25	10	3	35	29	7	22	20
gene_3195	0	0	0	0	0	0	0	0	0	0	0	0
gene_3196	0	0	0	9	0	0	1	0	2	1	1	0
gene_3197	0	0	0	16	23	15	1	15	24	10	7	14
gene_3198	0	0	0	14	1	0	0	2	2	0	0	3
gene_3199	0	0	0	14	2	3	0	6	7	1	0	1
gene_32	0	0	0	0	0	0	0	0	0	0	0	0
gene_320	0	0	0	51	39	23	12	56	57	20	26	26
gene_3200	0	0	0	0	0	0	0	0	0	0	0	0
gene_3201	0	0	0	36	12	10	6	41	35	5	19	32
gene_3202	0	0	0	27	23	9	9	35	32	11	15	17
gene_3203	0	0	0	0	0	0	0	0	0	0	0	0
gene_3204	0	0	0	5	4	2	0	3	6	0	0	2
gene_3205	0	0	0	122	79	56	10	109	129	16	41	48
gene_3206	0	0	0	36	23	13	6	29	52	4	13	10
gene_3207	0	0	0	76	43	31	7	51	88	12	18	26
gene_3208	0	0	0	23	19	2	0	15	27	2	6	9
gene_3209	0	0	0	16	10	8	6	39	33	4	10	16
gene_321	0	0	0	5	3	2	2	15	23	4	3	14
gene_3210	0	0	0	0	0	0	0	0	0	0	0	0
gene_3211	0	0	0	0	0	0	0	0	0	0	0	0
gene_3212	0	0	0	41	22	12	17	71	92	16	21	23
gene_3213	0	0	0	4	3	1	0	3	6	1	0	0
gene_3214	0	0	0	35	18	16	6	31	43	9	14	17
gene_3215	0	0	0	15	11	7	0	7	4	2	3	3
gene_3216	0	0	0	3	0	1	1	16	13	1	5	8
gene_3217	0	0	0	2	1	0	0	4	1	1	2	0
gene_3218	0	0	0	322	134	101	20	194	210	47	88	127
gene_3219	0	0	0	1	5	1	0	8	0	3	2	2
gene_322	0	0	0	6	1	2	0	10	8	1	2	10
gene_3220	0	0	0	98	54	28	48	500	175	217	282	400
gene_3221	0	0	0	32	12	8	2	14	38	3	5	10
gene_3222	0	0	0	0	0	0	0	0	0	0	0	0
gene_3223	0	0	0	43	20	16	5	47	70	3	20	15
gene_3224	0	0	0	73	57	32	5	63	53	13	18	46
gene_3225	0	0	0	20	14	5	1	15	11	5	5	13
gene_3226	0	0	0	2	0	0	0	4	2	0	1	2
gene_3227	0	0	0	6	1	4	2	31	4	1	3	5
gene_3228	0	0	0	30	22	16	4	26	29	12	8	11
